run_id,canonical_name,tag_original,n_files,total_mb,files,segmenter,segmenter_model,embedder,neighbor_window,vector_search_limit,expand_context,max_num_segments,bm25_fusion,reranker,answer_path,judge_model,judge_variant,answerer_model,group,repetition,INVALID,undecoded_tokens
R0084,R0084__unkseg__embabltexttoembedaddit,deco-e_mq,2,70.67,locomo-deco-e_mq.sqlite | locomo-deco-e_mq.vec.sqlite,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0085,R0085__unkseg__embabltexttoembedaddit__v28e0l10__bm50__rerankoff__tsshort,deco-e_mq-v28-e0-rnullbmfa50-l10-tsshort,2,4.7,eval-deco-e_mq-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-e_mq-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0086,R0086__c14json__embabltexttoembedaddit__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,deco-e_mq-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.3,log-eval-deco-e_mq-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,c14.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,
R0087,R0087__segjson__embabltexttoembedaddit__v28e0l10__bm50__rerankoff__tsshort,deco-e_mq-v28-e0-rnullbmfa50-l10-tsshort-seg.json,1,3.84,log-search-deco-e_mq-v28-e0-rnullbmfa50-l10-tsshort-seg.json.out,seg.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0088,R0088__unkseg__embabltexttoembedaddit,deco-e_q,2,69.65,locomo-deco-e_q.sqlite | locomo-deco-e_q.vec.sqlite,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0089,R0089__unkseg__embabltexttoembedaddit__v28e0l10__bm50__rerankoff__tsshort,deco-e_q-v28-e0-rnullbmfa50-l10-tsshort,2,4.63,eval-deco-e_q-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-e_q-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0090,R0090__c14json__embabltexttoembedaddit__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,deco-e_q-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.29,log-eval-deco-e_q-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,c14.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,
R0091,R0091__segjson__embabltexttoembedaddit__v28e0l10__bm50__rerankoff__tsshort,deco-e_q-v28-e0-rnullbmfa50-l10-tsshort-seg.json,1,3.78,log-search-deco-e_q-v28-e0-rnullbmfa50-l10-tsshort-seg.json.out,seg.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0092,R0092__unkseg__embabltexttoembedaddit,deco-e_qc,2,70.84,locomo-deco-e_qc.sqlite | locomo-deco-e_qc.vec.sqlite,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0093,R0093__unkseg__embabltexttoembedaddit__v28e0l10__bm50__rerankoff__tsshort,deco-e_qc-v28-e0-rnullbmfa50-l10-tsshort,2,4.61,eval-deco-e_qc-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-e_qc-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0094,R0094__c14json__embabltexttoembedaddit__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,deco-e_qc-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.3,log-eval-deco-e_qc-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,c14.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,
R0095,R0095__segjson__embabltexttoembedaddit__v28e0l10__bm50__rerankoff__tsshort,deco-e_qc-v28-e0-rnullbmfa50-l10-tsshort-seg.json,1,3.76,log-search-deco-e_qc-v28-e0-rnullbmfa50-l10-tsshort-seg.json.out,seg.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0096,R0096__unkseg__embabltexttoembedcompo,deco-emb_cmq,3,75.91,locomo-deco-emb_cmq.sqlite | locomo-deco-emb_cmq.vec.sqlite | log-search-deco-emb_cmq.txt,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0097,R0097__unkseg__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__tsshort,deco-emb_cmq-v28-e0-rnullbmfa50-l10-tsshort,2,4.6,eval-deco-emb_cmq-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_cmq-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0098,R0098__c14json__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,deco-emb_cmq-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.3,log-eval-deco-emb_cmq-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,c14.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,
R0099,R0099__unkseg__embabltexttoembedcompo,deco-emb_cqm,3,75.89,locomo-deco-emb_cqm.sqlite | locomo-deco-emb_cqm.vec.sqlite | log-search-deco-emb_cqm.txt,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0100,R0100__unkseg__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__tsshort,deco-emb_cqm-v28-e0-rnullbmfa50-l10-tsshort,2,4.59,eval-deco-emb_cqm-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_cqm-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0101,R0101__c14json__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,deco-emb_cqm-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.3,log-eval-deco-emb_cqm-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,c14.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,
R0102,R0102__unkseg__embabltexttoembedcompo,deco-emb_mcq,3,75.98,locomo-deco-emb_mcq.sqlite | locomo-deco-emb_mcq.vec.sqlite | log-search-deco-emb_mcq.txt,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0103,R0103__unkseg__embabltexttoembedcompo__rep2,deco-emb_mcq-rep2,2,4.17,log-eval-deco-emb_mcq-rep2.out | log-search-deco-emb_mcq-rep2.out,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R0104,R0104__unkseg__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__tsshort__rep2,deco-emb_mcq-rep2-v28-e0-rnullbmfa50-l10-tsshort,2,4.73,eval-deco-emb_mcq-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_mcq-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R0105,R0105__unkseg__embabltexttoembedcompo__rep3,deco-emb_mcq-rep3,2,4.18,log-eval-deco-emb_mcq-rep3.out | log-search-deco-emb_mcq-rep3.out,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R0106,R0106__unkseg__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__tsshort__rep3,deco-emb_mcq-rep3-v28-e0-rnullbmfa50-l10-tsshort,2,4.74,eval-deco-emb_mcq-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_mcq-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R0107,R0107__unkseg__embabltexttoembedcompo__rep4,deco-emb_mcq-rep4,2,4.17,log-eval-deco-emb_mcq-rep4.out | log-search-deco-emb_mcq-rep4.out,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,4,,
R0108,R0108__unkseg__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__tsshort__rep4,deco-emb_mcq-rep4-v28-e0-rnullbmfa50-l10-tsshort,2,4.74,eval-deco-emb_mcq-rep4-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_mcq-rep4-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,4,,
R0109,R0109__unkseg__embabltexttoembedcompo__rep5,deco-emb_mcq-rep5,2,4.17,log-eval-deco-emb_mcq-rep5.out | log-search-deco-emb_mcq-rep5.out,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,5,,
R0110,R0110__unkseg__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__tsshort__rep5,deco-emb_mcq-rep5-v28-e0-rnullbmfa50-l10-tsshort,2,4.73,eval-deco-emb_mcq-rep5-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_mcq-rep5-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,5,,
R0111,R0111__unkseg__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__tsshort,deco-emb_mcq-v28-e0-rnullbmfa50-l10-tsshort,2,4.73,eval-deco-emb_mcq-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_mcq-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0112,R0112__c14json__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,deco-emb_mcq-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.3,log-eval-deco-emb_mcq-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,c14.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,
R0113,R0113__unkseg__embablnodatetimeattach,deco-emb_nodate,3,75.67,locomo-deco-emb_nodate.sqlite | locomo-deco-emb_nodate.vec.sqlite | log-search-deco-emb_nodate.txt,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0114,R0114__unkseg__embablnodatetimeattach__rep2,deco-emb_nodate-rep2,2,4.14,log-eval-deco-emb_nodate-rep2.out | log-search-deco-emb_nodate-rep2.out,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R0115,R0115__unkseg__embablnodatetimeattach__v28e0l10__bm50__rerankoff__tsshort__rep2,deco-emb_nodate-rep2-v28-e0-rnullbmfa50-l10-tsshort,2,4.7,eval-deco-emb_nodate-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_nodate-rep2-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,2,,
R0116,R0116__unkseg__embablnodatetimeattach__rep3,deco-emb_nodate-rep3,2,4.13,log-eval-deco-emb_nodate-rep3.out | log-search-deco-emb_nodate-rep3.out,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R0117,R0117__unkseg__embablnodatetimeattach__v28e0l10__bm50__rerankoff__tsshort__rep3,deco-emb_nodate-rep3-v28-e0-rnullbmfa50-l10-tsshort,2,4.69,eval-deco-emb_nodate-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_nodate-rep3-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,3,,
R0118,R0118__unkseg__embablnodatetimeattach__rep4,deco-emb_nodate-rep4,2,4.13,log-eval-deco-emb_nodate-rep4.out | log-search-deco-emb_nodate-rep4.out,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,4,,
R0119,R0119__unkseg__embablnodatetimeattach__v28e0l10__bm50__rerankoff__tsshort__rep4,deco-emb_nodate-rep4-v28-e0-rnullbmfa50-l10-tsshort,2,4.68,eval-deco-emb_nodate-rep4-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_nodate-rep4-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,4,,
R0120,R0120__unkseg__embablnodatetimeattach__rep5,deco-emb_nodate-rep5,2,4.13,log-eval-deco-emb_nodate-rep5.out | log-search-deco-emb_nodate-rep5.out,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,5,,
R0121,R0121__unkseg__embablnodatetimeattach__v28e0l10__bm50__rerankoff__tsshort__rep5,deco-emb_nodate-rep5-v28-e0-rnullbmfa50-l10-tsshort,2,4.69,eval-deco-emb_nodate-rep5-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_nodate-rep5-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,5,,
R0122,R0122__unkseg__embablnodatetimeattach__v28e0l10__bm50__rerankoff__tsshort,deco-emb_nodate-v28-e0-rnullbmfa50-l10-tsshort,2,4.69,eval-deco-emb_nodate-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_nodate-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0123,R0123__c14json__embablnodatetimeattach__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,deco-emb_nodate-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.3,log-eval-deco-emb_nodate-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,c14.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,
R0124,R0124__unkseg__embabltexttoembedcompo,deco-emb_qcm,3,75.91,locomo-deco-emb_qcm.sqlite | locomo-deco-emb_qcm.vec.sqlite | log-search-deco-emb_qcm.txt,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0125,R0125__unkseg__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__tsshort,deco-emb_qcm-v28-e0-rnullbmfa50-l10-tsshort,2,4.64,eval-deco-emb_qcm-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_qcm-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0126,R0126__c14json__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,deco-emb_qcm-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.3,log-eval-deco-emb_qcm-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,c14.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,
R0127,R0127__unkseg__embabltexttoembedcompo,deco-emb_qmc,3,75.9,locomo-deco-emb_qmc.sqlite | locomo-deco-emb_qmc.vec.sqlite | log-search-deco-emb_qmc.txt,,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0128,R0128__unkseg__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__tsshort,deco-emb_qmc-v28-e0-rnullbmfa50-l10-tsshort,2,4.67,eval-deco-emb_qmc-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-emb_qmc-v28-e0-rnullbmfa50-l10-tsshort-seg.json,,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0129,R0129__c14json__embabltexttoembedcompo__v28e0l10__bm50__rerankoff__j5mini__mem0bench__tsshort,deco-emb_qmc-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json,1,0.31,log-eval-deco-emb_qmc-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json.out,c14.json,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),segment context (string_from_segment_context; correct path),gpt-5-mini,mem0-bench,,all 10 conversations,,,
R0130,R0130__embedmqct,deco-embed_mqct,4,77.03,locomo-deco-embed_mqct.sqlite | locomo-deco-embed_mqct.vec.sqlite | log-eval-deco-embed_mqct.out | log-search-deco-embed_mqct.out,embed_mqct,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0131,R0131__embedmqct__v28e0l10__bm50__rerankoff__tsshort,deco-embed_mqct-v28-e0-rnullbmfa50-l10-tsshort,2,4.69,eval-deco-embed_mqct-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-embed_mqct-v28-e0-rnullbmfa50-l10-tsshort-seg.json,embed_mqct,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0132,R0132__embedt,deco-embed_t,4,75.84,locomo-deco-embed_t.sqlite | locomo-deco-embed_t.vec.sqlite | log-eval-deco-embed_t.out | log-search-deco-embed_t.out,embed_t,,text-embedding-3-small 1536d (default),,,,,none (default),enabled (default),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
R0133,R0133__embedt__v28e0l10__bm50__rerankoff__tsshort,deco-embed_t-v28-e0-rnullbmfa50-l10-tsshort,2,4.64,eval-deco-embed_t-v28-e0-rnullbmfa50-l10-tsshort-seg-mini-mb-c14.json | search-deco-embed_t-v28-e0-rnullbmfa50-l10-tsshort-seg.json,embed_t,,text-embedding-3-small 1536d (default),,28,0,10,"additive, weight 0.50",disabled (embedding similarity only),,gpt-5 (default),mem0-classic (default),,all 10 conversations,,,
